0,1,0,0,0,0,2,2,0,0,0,0,0,0,16,0,8,9,0,0,2,12,0,0,2,0,4,0,2,108,0,0,0,0,0,19,0,0,0,0,0,0,0,52,0,0,0,0,18,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
0,1,0,0,0,2,1,0,0,1,0,0,0,0,135,367,92,46,123,0,14,22,0,0,0,0,5,0,0,53,0,0,0,0,27,53,38,1,0,0,0,0,0,63,8,0,0,2,54,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,14,7,30,0,203,58,21,0,10,0,0,0,0,0,213,0,0,0,0,15,0,28,14,0,0,0,0,0,283,91,0,1,0,0,0,0,0,0,0,0,0,0,1361,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
0,1,0,0,0,4,2,0,0,0,0,1,0,0,4,0,5,0,0,0,11,32,0,0,0,0,0,0,0,9664,0,0,0,0,24,109,2,1,0,0,0,0,0,23,50930,0,0,4,4,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
0,1,0,0,0,66,0,0,0,0,0,0,0,0,4,57,0,101,0,285,2,271,0,56,0,0,0,0,0,2537,0,66,0,0,66,0,26,13,0,0,0,0,0,435,170,0,0,4,122,0,0,7,0,0,0,0,0,7268,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735
0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,55,556,56,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,110,4,2,0,0,0,0,0,80,4,0,0,0,110,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,72,1,10,0,0,0,0,0,0,0,28,0,0,0,0,0,11,10,5,0,0,0,0,0,16,0,0,1,0,12,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,7,1,25,0,8,2,13,0,0,0,0,0,0,0,32,0,0,0,0,0,2,4,0,0,0,0,0,0,25,23,0,1,0,14,0,0,0,0,0,0,0,0,226,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,21,1,63,0,68,6,76,0,0,0,0,0,0,0,5713,96,0,0,0,162,0,128,64,0,0,0,0,0,89,241,0,1,0,320,0,0,0,0,0,0,0,0,3246,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378
0,1,0,0,0,4,1,0,0,0,0,1,0,2,3,13,2,22,0,36,3,22,0,10,0,0,1,0,0,2898,51,0,0,0,182,0,42,21,0,0,0,0,0,51,6428,0,1,14,2,0,0,0,0,0,0,0,0,1282,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
0,1,0,0,0,1,2,0,0,0,0,1,0,0,21,22,16,64,0,162,6,0,0,0,0,0,0,0,0,752,0,0,0,0,107,0,0,0,0,0,0,0,0,179,284,0,0,0,0,0,0,0,0,0,0,0,0,1916,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754
0,1,0,0,0,0,1,0,0,1,0,0,0,0,237,301,67,89,7,82,63,24,0,0,1,0,1,0,0,5938,1,0,0,0,29,10,36,0,0,0,0,0,0,152,246,0,1,2,0,0,0,0,0,0,0,0,0,314,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,160,320,0,100,4,0,0,12,0,0,0,0,0,515,77,0,0,0,76,0,78,39,0,0,0,0,0,166,113,0,0,0,0,0,0,0,0,0,0,0,0,9089,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070
0,1,0,0,0,0,28,0,0,0,0,0,0,0,16,9,16,48,0,16,0,13,0,5,0,0,0,0,0,118,0,0,1,0,0,0,4,2,0,0,0,0,0,36,21,0,0,0,24,0,0,0,0,0,0,0,0,1061,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,22,0,37,0,48,5,12,0,16,0,0,0,0,0,203,0,0,2,0,18,11,18,9,0,0,0,0,0,235,110,0,1,0,0,0,0,0,1,1,0,0,0,1417,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
0,1,0,0,0,1,1,0,0,0,0,0,0,2,4,2,0,7,0,12,0,12,0,4,0,0,0,0,0,647,0,0,0,0,16,0,22,11,0,0,0,0,0,41,104,0,1,4,0,0,0,0,0,0,0,0,0,49,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,33,2,67,0,100,6,98,0,58,0,0,0,0,0,738,0,0,0,11,4,0,12,5,0,0,0,0,0,293,126,0,0,4,100,0,0,0,0,0,0,0,0,9590,0,53,0,0,0,20,0,0,0,0,0,0,0,0,0,0,443
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,56,3,138,0,161,48,30,0,82,0,0,0,0,0,764,4,0,0,0,8,0,344,169,0,0,0,0,0,1619,266,0,0,0,0,0,0,0,0,0,0,0,0,9171,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705
0,1,0,0,0,4,2,0,0,0,0,1,0,0,3,54,5,108,0,84,108,20,0,0,0,0,0,0,0,9612,0,0,0,0,24,104,4,2,0,0,0,0,0,131,34632,0,0,8,4,0,0,0,0,0,0,0,0,330,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480
0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,3,2,4,0,26,1,2,0,2,0,0,0,0,0,449,0,0,0,0,0,0,68,34,0,0,0,0,0,13,0,0,1,0,4,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,3,0,0,4,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,9,3,28,0,163,0,16,0,2,0,0,0,0,0,70,0,0,0,0,0,0,28,14,0,0,0,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,785,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,4,2,4,5,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,4,2,0,0,0,0,0,15,2,0,1,0,0,0,0,0,0,0,0,0,0,171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,14,71,12,0,0,1,1,0,0,0,59,0,0,0,0,2,0,18,8,0,0,0,0,0,22,50,0,0,2,0,0,0,0,0,0,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,2,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,171,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,303,63,150,0,334,11,26,0,48,0,0,0,0,0,934,0,0,0,0,18,0,24,2,0,0,0,0,0,201,377,0,0,0,22,0,0,0,0,0,0,0,0,8491,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,6,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,1,0,0,0,0,0,0,4,0,0,0,0,0,23,13,6,12,0,30,7,7,0,3,0,0,0,1,0,78,7,0,2,0,30,0,18,4,0,0,0,0,0,269,3899,0,1,0,0,0,0,0,0,0,0,0,0,410,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
0,1,0,0,0,14,5,0,0,0,0,0,0,0,36,57,45,176,0,637,98,84,1,0,0,0,1,0,0,10535,51,0,0,0,232,107,114,57,0,0,0,0,0,191,9404,0,0,78,2,0,0,0,0,0,0,0,0,229,0,65,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1033
