0,1,A809CA1818B43A4EA2C8DA8DA1C6975278B0B8CE1902476E0EF0A60A1B2236BE,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0C87B68D0828CF2F06506815693D30CC90B1E6D1905E8DC133D4634E25A69274,0,0,0,0,16,0,0,0,0,16,0,0,229,268,2,3,0,0,12,78,0,39,0,0,0,0,0,547,268,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,34,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,32,0,0,0,0,0,1533,305,0,409,7545,0,144,159,0,0,0,0,0,0,0,0,670,1561,0,0,34647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1D21B99A46762CDDEEA8B37CB9DA9AB0CA4F8D805E6D75378CE7C83A3E031E25,0,0,0,0,1,0,0,0,0,0,0,0,10,24,8,73,0,8,19,46,0,0,0,0,0,0,0,172,3,3,0,0,4,0,26,26,0,0,0,0,0,60,203,0,0,4,0,0,0,0,0,0,0,0,0,98,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,198,0,0,0,0,0,0,0,0,0,60,0,0,210,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,A1FF10B2ABD566211475ABC38CD98FA20A2CAEA4F2A2A9CA43ABAAD6B8EE9933,0,0,0,0,0,0,0,0,0,0,0,0,134,15,25,0,0,0,24,42,0,34,0,0,0,0,0,308,0,0,0,0,2,0,6,6,0,0,0,0,0,31,0,0,0,0,36,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,204,0,57,3592,0,144,352,0,0,0,0,0,0,0,0,228,1015,0,0,10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,C4CE071F35E92EF63A55D8B63EE2C1F13DF285C516878B32BD3FEC683578B2DB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,26,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,40,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,3462,412,0,107,4476,0,89,562,0,0,0,0,0,0,0,0,428,1409,0,0,16812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2DA04E938275BAC2A9F4E69CED37F521021C2EFE044C0B79C95C0A3420A39BFE,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,6,0,0,30,0,0,0,0,0,0,0,0,11196,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,170,551,0,0,3131,0,44,25,0,0,0,0,0,0,0,0,23,2705,46,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,6BB408068289800F485E10FF9E2CD4AAA36F7FD91E2F6738B869157E73585A33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,1,19,0,2,0,0,0,0,0,40,0,0,0,0,16,0,0,0,0,0,0,0,0,6,10,0,0,10,26,0,0,0,0,0,0,0,0,153,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,0,0,359,0,4,37,0,0,0,0,0,0,0,0,40,208,0,0,2879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,DA228C219D682F2BA97F0F50F1241B3E375ED2A4B568A2A4B1872C231918A659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,63,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,32204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,40D041AD3A9716B941F9A9A7AFAFFF7A42BC794085A79B7A277573E8EC0EF299,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,62,0,56,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,58,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1962,316,0,0,2429,0,102,187,0,0,0,0,0,0,0,0,224,788,0,0,8881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,98A1D6184B147EEB476CF16A35D4D12628E4EC3E65494620AA191C566FFCF592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,68768,0,0,0,0,0,0,0,0,0,112,0,9,16,0,0,0,0,0,0,0,0,0,112,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,F59DB05AC74461E5A3223AC57E88EFEE9CB51C7D61EA264F8EEA81BD816DD6C7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,1,0,219,0,1,0,0,0,0,0,0,0,12,0,0,0,0,10,0,4,2,0,0,0,0,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,1210,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0AFB9CDE73C8EA745A59EB293ACE05FE00DEDD6407346543DBFADE2E83656397,0,0,0,0,1,0,0,0,0,0,0,0,18,14,5,14,0,0,4,12,0,0,0,0,0,0,0,27,0,0,8,0,2,0,0,0,0,0,0,2,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,0,188,0,4,24,0,0,0,0,0,0,0,0,25,89,0,0,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,BF2391A28E5F8D656C83DB29AE777A0A0BC6C9204F4F3251A23DA3087BCCFD18,0,0,0,1,3,0,0,0,0,1,0,0,7,4,1,3,0,0,3,2,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,91,0,3,10,0,0,0,0,0,0,0,0,0,22,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,910375C18EB63E0FFF6EEBFC405132D20AF846EADE9208E020248E329E82EE19,0,0,0,0,0,0,0,0,0,0,0,0,261,7,0,0,0,0,149,40,0,166,0,0,0,0,0,154,0,0,0,0,0,0,10,10,0,0,0,0,0,72,33,0,0,12,26,0,0,0,0,0,0,0,0,114,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8,0,4,4610,0,301,209,0,0,0,0,0,0,0,0,0,907,6,0,1143,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,1,A5EAFDC84FC1C529E4ED322829DAB591F9A013910E1B5DA180C700CB084D7DF1,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,79,4,33,0,10,0,0,0,0,0,3079,6,0,1,0,38,2,76,76,0,0,0,6,2,225,117,0,0,24,30,40,8,0,0,0,0,0,0,145,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,4,0,0,0,0,17,0,0,0,0,0,63,245,0,0,1050,0,43,70,0,0,0,1,0,3,62542,0,0,343,1,0,1847,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,EF7ACB4B83AD5A619D2889C3D846A114031413752B20B8C2F344611B0461661F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,27,0,0,0,0,0,0,0,526,0,0,0,0,16,0,0,0,0,0,0,0,0,1,2,0,0,8,24,0,0,0,0,0,0,0,0,85,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,224,172,0,0,4475,0,67,371,0,0,0,0,0,0,0,0,182,1068,33,0,9304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,6CD70E64B52BE8F0C82D24A4BE4ED882C23DCA4A9ED1FFB4B4EBA447A8A8E720,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,8,0,0,28,162,0,36,0,0,0,0,0,3289,0,0,0,0,429,0,380,380,0,0,0,0,0,9,18,0,0,16,2,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,0,0,199,0,10,5,0,0,0,1,0,2,0,0,12,258,48,0,249,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8484453DC4063DB0CAFDCB2AD068CA74F40C3F9990075DC8928B8C76F5B39BA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,435,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,63,0,283,1628,0,0,0,0,0,0,0,0,0,254,0,0,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0
